483,-0.001218,0.001585,-0.000043
498,-0.000847,-0.001115,0.001428
501,-0.001144,-0.001177,0.001074
502,-0.001357,-0.001155,0.000804
503,-0.001291,-0.000609,0.001319
504,-0.001607,-0.000196,0.001156
505,-0.001752,-0.000333,0.000783
506,-0.001512,-0.000687,0.000975
507,-0.001499,-0.001153,0.000588
508,-0.001648,-0.000939,0.000281
509,-0.001927,-0.000174,0.000480
510,-0.001866,-0.000185,0.000673
511,-0.001958,0.000011,0.000273
512,-0.001954,0.000268,-0.000241
513,-0.001886,0.000133,-0.000536
514,-0.001989,-0.000017,0.000099
515,-0.001608,0.000230,-0.001135
516,-0.001569,0.000664,-0.000639
517,-0.000889,0.001170,-0.001224
518,-0.001052,0.000519,-0.001522
519,-0.000307,0.000409,-0.001889
520,-0.000101,0.000763,-0.001786
521,0.000385,0.000552,-0.001871
522,0.000127,0.000288,-0.001943
523,0.000059,0.000106,-0.001981
524,0.000082,0.000513,-0.001859
525,-0.000049,-0.000163,-0.001980
526,-0.000338,-0.000078,-0.001947
527,-0.000645,0.000008,-0.001850
528,-0.001049,0.000122,-0.001661
529,-0.001500,0.000011,-0.001275
530,-0.001843,0.000023,-0.000746
531,-0.001959,-0.000112,-0.000150
532,-0.001931,-0.000347,0.000262
533,-0.001959,-0.000314,0.000040
534,-0.001921,-0.000328,-0.000309
535,-0.001767,-0.000223,-0.000852
536,-0.001432,-0.000267,-0.001331
537,-0.000989,-0.000259,-0.001697
538,-0.000555,-0.000315,-0.001870
539,-0.000201,-0.000393,-0.001919
540,-0.000355,-0.000749,-0.001790
541,-0.000817,-0.000678,-0.001674
542,-0.001091,-0.000590,-0.001547
543,-0.001424,-0.000540,-0.001254
544,-0.001702,-0.000532,-0.000863
545,-0.001834,-0.000551,-0.000496
546,-0.001795,-0.000502,-0.000718
547,-0.001643,-0.000485,-0.001016
548,-0.001694,-0.000219,-0.000999
549,-0.001863,-0.000243,-0.000671
550,-0.001327,-0.000499,-0.001405
551,-0.001452,-0.000256,-0.001317
552,-0.001199,-0.000367,-0.001535
553,-0.001057,-0.000627,-0.001565
554,-0.000794,-0.000236,-0.001797
555,-0.000747,-0.000650,-0.001731
556,-0.000257,-0.000552,-0.001891
557,-0.000314,-0.000061,-0.001952
558,-0.000002,0.000585,-0.001913
559,-0.000406,0.000981,-0.001667
560,-0.000469,0.000382,-0.001878
561,-0.000938,0.000241,-0.001730
562,-0.000969,0.000796,-0.001521
563,-0.001461,0.000313,-0.001289
564,-0.001372,-0.000047,-0.001434
565,-0.001679,-0.000143,-0.001060
566,-0.001765,0.000081,-0.000908
567,-0.001896,-0.000083,-0.000626
568,-0.001808,-0.000135,-0.000784
569,-0.001922,0.000070,-0.000528
570,-0.001938,0.000117,-0.000417
571,-0.001930,0.000199,-0.000445
572,-0.001969,0.000084,-0.000243
573,-0.001936,0.000123,-0.000397
574,-0.001882,0.000116,-0.000639
575,-0.001886,0.000394,-0.000462
576,-0.001794,0.000287,-0.000822
577,-0.001534,0.000769,-0.000974
578,-0.001753,0.000820,-0.000367
579,-0.001361,0.001306,-0.000517
580,-0.001033,0.001245,-0.001123
581,-0.000843,0.001669,-0.000656
582,-0.000500,0.001752,-0.000771
583,-0.000275,0.001370,-0.001420
584,-0.000651,0.001398,-0.001247
585,0.000033,0.001774,-0.000871
586,0.000034,0.001510,-0.001294
587,-0.000347,0.001607,-0.001135
588,-0.001997,-0.000015,0.000081
589,-0.001977,-0.000097,0.000214
590,-0.001986,0.000200,0.000101
591,-0.001975,0.000229,-0.000077
592,-0.001926,0.000535,0.000004
593,-0.001933,0.000452,0.000203
594,-0.001799,0.000820,0.000192
595,-0.001743,0.000962,-0.000094
596,-0.001525,0.001235,0.000240
597,-0.001509,0.001288,-0.000062
598,-0.001090,0.001661,-0.000093
599,-0.001238,0.001508,0.000354
600,-0.000793,0.001795,0.000221
601,-0.000662,0.001861,-0.000294
602,-0.000332,0.001960,-0.000117
603,-0.000292,0.001908,-0.000488
604,0.000116,0.001948,-0.000429
605,0.000102,0.001972,-0.000172
606,0.000027,0.001965,0.000231
607,-0.000525,0.001873,0.000396
608,-0.001965,-0.000217,0.000257
609,-0.001948,-0.000209,0.000359
610,-0.001953,0.000052,0.000413
611,-0.001967,0.000126,0.000263
612,-0.001810,0.000663,0.000484
613,-0.001936,0.000346,0.000337
614,-0.001883,0.000318,0.000581
615,-0.001737,0.000621,0.000745
616,-0.001591,0.000854,0.000817
617,-0.001576,0.001104,0.000517
618,-0.001241,0.001399,0.000669
619,-0.001289,0.001078,0.001022
620,-0.000986,0.001304,0.001103
621,-0.000886,0.001629,0.000720
622,-0.000554,0.001721,0.000830
623,-0.000644,0.001385,0.001252
624,-0.000406,0.001433,0.001288
625,0.000039,0.001768,0.000887
626,-0.000368,0.001787,0.000779
627,-0.000262,0.001909,0.000522
628,0.000151,0.001900,0.000567
629,-0.001919,-0.000071,0.000509
630,-0.001899,0.000146,0.000578
631,-0.001864,0.000157,0.000674
632,-0.001884,0.000002,0.000635
633,-0.001784,0.000211,0.000875
634,-0.001836,0.000243,0.000742
635,-0.001712,0.000365,0.000952
636,-0.001642,0.000516,0.000997
637,-0.001643,0.000607,0.000945
638,-0.001742,0.000424,0.000876
639,-0.001319,0.000678,0.001330
640,-0.000901,0.000720,0.001622
641,-0.001372,0.000858,0.001160
642,-0.001015,0.001005,0.001394
643,-0.000639,0.000981,0.001614
644,-0.000482,0.000683,0.001814
645,-0.000267,0.000741,0.001835
646,-0.000355,0.001012,0.001684
647,-0.000016,0.000918,0.001765
648,-0.000039,0.000578,0.001909
649,0.000263,0.000712,0.001845
650,-0.000136,0.001308,0.001504
651,0.000244,0.001169,0.001593
652,-0.001874,-0.000545,-0.000166
653,-0.001786,-0.000659,0.000030
654,-0.001901,-0.000594,-0.000128
655,-0.001724,-0.000883,0.000157
656,-0.001966,-0.000246,0.000213
657,-0.001979,-0.000200,-0.000060
